device_id,account_id,reading_time,is_online,utilization_pct,downstream_mbps,upstream_mbps,latency_ms
DVC000004,ACCT000004,2026-06-08 12:00:00,True,57.0,163.7,15.0,48.5
DVC000004,ACCT000004,2026-06-09 12:00:00,True,43.5,152.8,14.0,45.0
DVC000004,ACCT000004,2026-06-10 12:00:00,True,33.6,132.3,17.4,33.2
DVC000004,ACCT000004,2026-06-11 12:00:00,True,47.7,144.2,18.5,39.7
DVC000004,ACCT000004,2026-06-12 12:00:00,True,36.6,129.2,13.5,34.3
DVC000004,ACCT000004,2026-06-13 12:00:00,True,51.7,158.4,23.3,41.5
DVC000004,ACCT000004,2026-06-14 12:00:00,True,50.7,142.8,17.0,44.8
DVC000004,ACCT000004,2026-06-15 12:00:00,True,51.6,155.8,15.6,42.1
DVC000004,ACCT000004,2026-06-16 12:00:00,True,48.4,157.5,17.6,31.7
DVC000004,ACCT000004,2026-06-17 12:00:00,True,54.9,155.4,17.1,49.4
DVC000004,ACCT000004,2026-06-18 12:00:00,True,48.6,149.0,22.3,33.1
DVC000004,ACCT000004,2026-06-19 12:00:00,True,49.1,143.1,16.0,38.3
DVC000004,ACCT000004,2026-06-20 12:00:00,True,57.3,150.3,12.6,44.2
DVC000004,ACCT000004,2026-06-21 12:00:00,True,35.4,133.0,10.8,24.1
DVC000004,ACCT000004,2026-06-22 12:00:00,True,40.4,130.6,19.1,39.8
DVC000004,ACCT000004,2026-06-23 12:00:00,True,46.8,146.4,12.9,37.3
DVC000004,ACCT000004,2026-06-24 12:00:00,True,53.5,141.6,12.8,43.9
DVC000004,ACCT000004,2026-06-25 12:00:00,True,52.9,141.0,17.9,45.3
DVC000004,ACCT000004,2026-06-26 12:00:00,True,54.5,141.6,14.6,53.4
DVC000004,ACCT000004,2026-06-27 12:00:00,True,43.8,145.7,18.7,37.2
DVC000004,ACCT000004,2026-06-28 12:00:00,True,63.0,159.4,17.2,51.8
DVC000004,ACCT000004,2026-06-29 12:00:00,True,50.8,154.8,15.4,47.9
DVC000005,ACCT000005,2026-05-31 12:00:00,True,47.6,158.0,17.8,48.0
DVC000005,ACCT000005,2026-06-01 12:00:00,True,63.5,157.7,13.4,51.6
DVC000005,ACCT000005,2026-06-02 12:00:00,True,51.2,146.4,12.0,41.9
DVC000005,ACCT000005,2026-06-03 12:00:00,True,46.3,141.6,17.9,38.5
DVC000005,ACCT000005,2026-06-04 12:00:00,True,63.7,168.0,17.7,51.0
DVC000005,ACCT000005,2026-06-05 12:00:00,True,69.2,158.5,17.6,51.5
DVC000005,ACCT000005,2026-06-06 12:00:00,True,49.6,158.1,17.9,31.7
DVC000005,ACCT000005,2026-06-07 12:00:00,True,63.7,150.4,17.7,46.0
DVC000005,ACCT000005,2026-06-08 12:00:00,True,43.0,137.8,11.2,41.8
DVC000005,ACCT000005,2026-06-09 12:00:00,True,59.7,151.1,20.3,46.5
DVC000005,ACCT000005,2026-06-10 12:00:00,True,48.9,157.6,22.8,43.6
DVC000005,ACCT000005,2026-06-11 12:00:00,True,62.3,166.0,19.4,42.5
DVC000005,ACCT000005,2026-06-12 12:00:00,True,48.4,138.0,18.6,32.9
DVC000005,ACCT000005,2026-06-13 12:00:00,True,47.8,138.4,12.3,36.6
DVC000005,ACCT000005,2026-06-14 12:00:00,True,58.6,155.1,20.8,48.5
DVC000005,ACCT000005,2026-06-15 12:00:00,True,45.2,143.0,12.3,46.6
DVC000005,ACCT000005,2026-06-16 12:00:00,True,64.9,147.5,16.7,46.2
DVC000005,ACCT000005,2026-06-17 12:00:00,True,54.5,151.2,13.9,48.4
DVC000005,ACCT000005,2026-06-18 12:00:00,True,60.7,150.3,13.3,50.5
DVC000005,ACCT000005,2026-06-19 12:00:00,True,57.1,161.4,18.1,52.7
DVC000005,ACCT000005,2026-06-20 12:00:00,True,51.7,151.8,14.0,45.1
DVC000005,ACCT000005,2026-06-21 12:00:00,True,64.2,164.2,15.5,46.1
DVC000005,ACCT000005,2026-06-22 12:00:00,True,54.4,149.8,14.3,45.3
DVC000005,ACCT000005,2026-06-23 12:00:00,True,65.7,169.2,23.1,56.7
DVC000005,ACCT000005,2026-06-24 12:00:00,True,32.6,135.0,13.4,38.2
DVC000005,ACCT000005,2026-06-25 12:00:00,True,46.7,153.9,13.5,35.4
DVC000005,ACCT000005,2026-06-26 12:00:00,True,54.5,157.0,22.9,50.1
DVC000005,ACCT000005,2026-06-27 12:00:00,False,0.0,0.0,0.0,0.0
DVC000005,ACCT000005,2026-06-28 12:00:00,True,47.8,153.9,21.6,31.6
DVC000005,ACCT000005,2026-06-29 12:00:00,True,70.1,156.2,15.0,50.9
DVC000006,ACCT000006,2026-05-31 12:00:00,True,64.7,239.1,22.3,61.7
DVC000006,ACCT000006,2026-06-01 12:00:00,True,48.6,233.0,21.5,38.7
DVC000006,ACCT000006,2026-06-02 12:00:00,True,57.2,241.7,29.2,39.4
DVC000006,ACCT000006,2026-06-03 12:00:00,True,64.7,237.5,22.7,53.3
DVC000006,ACCT000006,2026-06-04 12:00:00,True,69.2,243.5,34.8,56.0
DVC000006,ACCT000006,2026-06-05 12:00:00,True,66.0,257.7,25.0,50.7
DVC000006,ACCT000006,2026-06-06 12:00:00,True,51.1,239.7,30.6,41.3
DVC000006,ACCT000006,2026-06-07 12:00:00,True,54.1,238.7,33.9,51.6
DVC000006,ACCT000006,2026-06-08 12:00:00,True,76.6,256.3,21.1,67.1
DVC000006,ACCT000006,2026-06-09 12:00:00,True,62.8,253.4,27.8,46.2
DVC000006,ACCT000006,2026-06-10 12:00:00,True,60.6,244.9,27.9,46.1
DVC000006,ACCT000006,2026-06-11 12:00:00,True,62.6,247.0,30.6,50.8
DVC000006,ACCT000006,2026-06-12 12:00:00,True,49.5,221.3,31.5,44.3
DVC000006,ACCT000006,2026-06-13 12:00:00,True,62.7,251.9,36.0,57.2
DVC000006,ACCT000006,2026-06-14 12:00:00,True,65.5,251.2,26.0,47.7
DVC000006,ACCT000006,2026-06-15 12:00:00,True,60.7,217.7,29.2,50.4
DVC000006,ACCT000006,2026-06-16 12:00:00,True,57.3,223.4,33.2,43.6
DVC000006,ACCT000006,2026-06-17 12:00:00,True,49.0,215.3,23.5,46.1
DVC000006,ACCT000006,2026-06-18 12:00:00,True,55.5,211.9,17.0,50.8
DVC000006,ACCT000006,2026-06-19 12:00:00,True,53.8,223.9,26.0,46.7
DVC000006,ACCT000006,2026-06-20 12:00:00,True,59.0,242.4,33.0,40.3
DVC000006,ACCT000006,2026-06-21 12:00:00,True,57.6,228.9,31.6,48.6
DVC000006,ACCT000006,2026-06-22 12:00:00,True,56.1,228.5,30.5,40.3
DVC000006,ACCT000006,2026-06-23 12:00:00,True,65.1,225.8,31.3,47.2
DVC000006,ACCT000006,2026-06-24 12:00:00,True,63.8,230.5,27.4,55.5
DVC000006,ACCT000006,2026-06-25 12:00:00,True,59.2,219.2,20.9,51.6
DVC000006,ACCT000006,2026-06-26 12:00:00,True,78.7,253.8,30.0,53.8
DVC000006,ACCT000006,2026-06-27 12:00:00,True,68.2,224.7,30.2,54.4
DVC000006,ACCT000006,2026-06-28 12:00:00,True,61.5,248.9,23.4,46.3
DVC000006,ACCT000006,2026-06-29 12:00:00,True,52.3,242.4,19.9,37.9
DVC000007,ACCT000007,2026-05-31 12:00:00,True,55.7,141.4,11.4,53.9
DVC000007,ACCT000007,2026-06-01 12:00:00,True,55.0,140.5,20.5,48.9
DVC000007,ACCT000007,2026-06-02 12:00:00,True,50.2,146.7,16.8,48.4
DVC000007,ACCT000007,2026-06-03 12:00:00,True,59.0,156.9,23.3,56.0
DVC000007,ACCT000007,2026-06-04 12:00:00,True,51.4,153.3,20.2,42.9
DVC000007,ACCT000007,2026-06-05 12:00:00,True,53.0,141.1,13.5,42.4
DVC000007,ACCT000007,2026-06-06 12:00:00,True,54.2,156.6,14.1,46.7
DVC000007,ACCT000007,2026-06-07 12:00:00,True,58.4,162.5,23.4,48.0
DVC000007,ACCT000007,2026-06-08 12:00:00,True,50.3,159.1,20.0,49.3
DVC000007,ACCT000007,2026-06-09 12:00:00,True,27.4,125.1,16.1,27.3
DVC000007,ACCT000007,2026-06-10 12:00:00,True,28.0,137.2,13.9,37.2
DVC000007,ACCT000007,2026-06-11 12:00:00,True,51.7,159.8,16.7,46.0
DVC000007,ACCT000007,2026-06-12 12:00:00,True,54.6,161.3,20.7,43.0
DVC000007,ACCT000007,2026-06-13 12:00:00,True,58.0,159.5,21.0,39.8
DVC000007,ACCT000007,2026-06-14 12:00:00,True,66.6,168.8,17.6,44.1
DVC000007,ACCT000007,2026-06-15 12:00:00,True,50.2,151.0,16.9,41.9
DVC000007,ACCT000007,2026-06-16 12:00:00,True,47.5,153.5,17.6,38.1
DVC000007,ACCT000007,2026-06-17 12:00:00,True,38.2,145.5,13.8,32.9
DVC000007,ACCT000007,2026-06-18 12:00:00,True,56.0,159.9,14.2,39.8
DVC000007,ACCT000007,2026-06-19 12:00:00,True,48.5,156.7,14.9,50.0
DVC000007,ACCT000007,2026-06-20 12:00:00,True,44.9,143.7,18.0,40.4
DVC000007,ACCT000007,2026-06-21 12:00:00,True,50.2,151.5,16.9,42.8
DVC000007,ACCT000007,2026-06-22 12:00:00,True,47.4,135.4,15.5,42.1
DVC000007,ACCT000007,2026-06-23 12:00:00,True,50.6,159.6,15.6,41.6
DVC000007,ACCT000007,2026-06-24 12:00:00,True,42.7,152.4,17.9,36.5
DVC000007,ACCT000007,2026-06-25 12:00:00,True,43.0,136.4,15.8,42.4
DVC000007,ACCT000007,2026-06-26 12:00:00,True,50.2,149.0,19.8,48.9
DVC000007,ACCT000007,2026-06-27 12:00:00,True,52.8,157.5,13.0,42.9
DVC000007,ACCT000007,2026-06-28 12:00:00,True,50.0,149.3,18.2,43.7
DVC000007,ACCT000007,2026-06-29 12:00:00,True,51.5,149.8,14.0,39.3
DVC000008,ACCT000008,2026-05-31 12:00:00,True,33.9,129.3,13.2,37.2
DVC000008,ACCT000008,2026-06-01 12:00:00,True,22.5,119.6,14.1,30.4
DVC000008,ACCT000008,2026-06-02 12:00:00,True,12.7,113.8,14.8,16.9
DVC000008,ACCT000008,2026-06-03 12:00:00,True,40.7,134.9,11.0,30.2
DVC000008,ACCT000008,2026-06-04 12:00:00,True,26.2,133.1,12.8,23.1
DVC000008,ACCT000008,2026-06-05 12:00:00,True,27.0,129.5,11.6,23.8
DVC000008,ACCT000008,2026-06-06 12:00:00,True,24.8,136.0,17.8,23.3
DVC000008,ACCT000008,2026-06-07 12:00:00,True,36.6,127.5,12.2,39.1
DVC000008,ACCT000008,2026-06-08 12:00:00,True,34.6,147.0,19.9,28.8
DVC000008,ACCT000008,2026-06-09 12:00:00,True,36.9,127.7,11.5,33.2
DVC000008,ACCT000008,2026-06-10 12:00:00,True,17.5,115.1,10.2,18.8
DVC000008,ACCT000008,2026-06-11 12:00:00,True,32.6,145.4,15.5,39.3
DVC000008,ACCT000008,2026-06-12 12:00:00,True,57.1,153.7,16.8,41.3
DVC000008,ACCT000008,2026-06-13 12:00:00,True,10.9,115.6,9.5,22.9
DVC000008,ACCT000008,2026-06-14 12:00:00,True,40.5,144.8,21.1,45.0
DVC000008,ACCT000008,2026-06-15 12:00:00,True,30.2,132.1,15.0,29.4
DVC000008,ACCT000008,2026-06-16 12:00:00,True,44.4,137.3,15.9,46.6
DVC000008,ACCT000008,2026-06-17 12:00:00,True,43.4,149.9,16.9,36.8
DVC000008,ACCT000008,2026-06-18 12:00:00,True,40.7,150.7,22.1,35.2
DVC000008,ACCT000008,2026-06-19 12:00:00,True,35.0,134.0,13.6,35.4
DVC000008,ACCT000008,2026-06-20 12:00:00,True,23.9,134.5,14.2,30.8
DVC000008,ACCT000008,2026-06-21 12:00:00,True,38.6,137.7,15.7,42.8
DVC000008,ACCT000008,2026-06-22 12:00:00,True,32.2,133.9,19.4,30.0
DVC000008,ACCT000008,2026-06-23 12:00:00,True,21.1,122.4,10.0,16.4
DVC000008,ACCT000008,2026-06-24 12:00:00,True,36.0,133.9,13.1,20.1
DVC000008,ACCT000008,2026-06-25 12:00:00,True,28.6,139.0,14.2,36.4
DVC000008,ACCT000008,2026-06-26 12:00:00,True,8.9,125.7,11.1,13.8
DVC000008,ACCT000008,2026-06-27 12:00:00,True,23.8,133.0,17.8,31.0
DVC000008,ACCT000008,2026-06-28 12:00:00,True,35.3,134.5,12.5,42.7
DVC000008,ACCT000008,2026-06-29 12:00:00,True,15.7,130.3,18.4,19.3
DVC000009,ACCT000009,2026-05-31 12:00:00,True,62.8,163.5,21.3,45.6
DVC000009,ACCT000009,2026-06-01 12:00:00,True,46.3,147.8,22.1,35.1
DVC000009,ACCT000009,2026-06-02 12:00:00,True,42.8,134.0,18.5,36.7
DVC000009,ACCT000009,2026-06-03 12:00:00,True,57.6,152.7,15.8,37.7
DVC000009,ACCT000009,2026-06-04 12:00:00,True,44.0,150.6,18.9,34.4
DVC000009,ACCT000009,2026-06-05 12:00:00,True,66.6,157.7,21.3,56.9
DVC000009,ACCT000009,2026-06-06 12:00:00,True,49.3,158.8,23.0,29.3
DVC000009,ACCT000009,2026-06-07 12:00:00,True,59.5,144.4,20.9,57.5
DVC000009,ACCT000009,2026-06-08 12:00:00,True,48.1,154.1,17.9,42.8
DVC000009,ACCT000009,2026-06-09 12:00:00,True,50.6,155.4,17.7,47.0
DVC000009,ACCT000009,2026-06-10 12:00:00,True,48.4,142.5,18.1,45.9
DVC000009,ACCT000009,2026-06-11 12:00:00,True,63.5,169.1,23.3,53.9
DVC000009,ACCT000009,2026-06-12 12:00:00,True,64.6,168.8,23.7,44.2
DVC000009,ACCT000009,2026-06-13 12:00:00,True,59.0,146.9,12.6,50.5
DVC000009,ACCT000009,2026-06-14 12:00:00,True,69.1,169.9,24.4,51.0
DVC000009,ACCT000009,2026-06-15 12:00:00,True,50.6,140.1,13.1,48.7
DVC000009,ACCT000009,2026-06-16 12:00:00,True,39.4,131.7,17.5,31.7
DVC000009,ACCT000009,2026-06-17 12:00:00,True,56.8,162.3,23.6,52.8
DVC000009,ACCT000009,2026-06-18 12:00:00,True,46.4,139.5,19.0,41.0
DVC000009,ACCT000009,2026-06-19 12:00:00,True,55.8,157.9,21.9,48.9
DVC000009,ACCT000009,2026-06-20 12:00:00,True,45.1,152.6,15.7,46.6
DVC000009,ACCT000009,2026-06-21 12:00:00,True,52.6,143.5,12.7,46.0
DVC000009,ACCT000009,2026-06-22 12:00:00,True,54.4,153.4,13.6,48.1
DVC000009,ACCT000009,2026-06-23 12:00:00,True,57.4,148.7,18.6,43.4
DVC000009,ACCT000009,2026-06-24 12:00:00,True,67.8,157.4,23.0,46.8
DVC000009,ACCT000009,2026-06-25 12:00:00,True,55.3,140.3,11.5,39.5
DVC000009,ACCT000009,2026-06-26 12:00:00,True,43.7,134.9,12.5,50.7
DVC000009,ACCT000009,2026-06-27 12:00:00,True,58.2,155.7,20.4,48.9
DVC000009,ACCT000009,2026-06-28 12:00:00,True,49.3,136.9,13.7,31.7
DVC000009,ACCT000009,2026-06-29 12:00:00,True,43.7,147.1,18.8,33.0
DVC000010,ACCT000010,2026-05-31 12:00:00,True,49.6,150.6,13.5,37.7
DVC000010,ACCT000010,2026-06-01 12:00:00,True,60.1,163.3,23.7,45.0
DVC000010,ACCT000010,2026-06-02 12:00:00,True,47.8,137.4,18.6,44.7
DVC000010,ACCT000010,2026-06-03 12:00:00,True,43.0,131.9,17.7,33.7
DVC000010,ACCT000010,2026-06-04 12:00:00,True,34.2,129.4,17.5,31.9
DVC000010,ACCT000010,2026-06-05 12:00:00,True,52.9,156.9,16.8,38.1
DVC000010,ACCT000010,2026-06-06 12:00:00,True,42.9,138.0,17.2,35.0
DVC000010,ACCT000010,2026-06-07 12:00:00,True,42.0,137.2,13.6,41.0
DVC000010,ACCT000010,2026-06-08 12:00:00,True,57.3,141.6,20.5,47.1
DVC000010,ACCT000010,2026-06-09 12:00:00,True,52.2,158.3,19.5,38.7
DVC000010,ACCT000010,2026-06-10 12:00:00,True,47.4,149.9,13.5,41.9
DVC000010,ACCT000010,2026-06-11 12:00:00,True,44.5,142.6,17.6,36.9
DVC000010,ACCT000010,2026-06-12 12:00:00,True,45.0,151.6,14.8,36.4
DVC000010,ACCT000010,2026-06-13 12:00:00,True,35.8,147.2,18.9,39.9
DVC000010,ACCT000010,2026-06-14 12:00:00,True,66.2,164.1,22.4,49.5
DVC000010,ACCT000010,2026-06-15 12:00:00,True,38.8,142.5,14.0,38.0
DVC000010,ACCT000010,2026-06-16 12:00:00,True,70.2,163.3,24.2,53.5
DVC000010,ACCT000010,2026-06-17 12:00:00,True,50.5,152.3,21.8,36.2
DVC000010,ACCT000010,2026-06-18 12:00:00,True,54.6,151.4,16.4,48.0
DVC000010,ACCT000010,2026-06-19 12:00:00,True,66.6,154.7,14.3,49.7
DVC000010,ACCT000010,2026-06-20 12:00:00,True,51.5,145.3,20.0,40.9
DVC000010,ACCT000010,2026-06-21 12:00:00,True,64.8,165.8,23.8,49.6
DVC000010,ACCT000010,2026-06-22 12:00:00,True,56.1,149.1,16.4,45.7
DVC000010,ACCT000010,2026-06-23 12:00:00,True,65.3,147.3,20.8,47.1
DVC000010,ACCT000010,2026-06-24 12:00:00,False,0.0,0.0,0.0,0.0
DVC000010,ACCT000010,2026-06-25 12:00:00,True,47.0,142.6,14.3,26.5
DVC000010,ACCT000010,2026-06-26 12:00:00,True,71.6,174.0,16.6,51.9
DVC000010,ACCT000010,2026-06-27 12:00:00,True,61.0,145.7,12.8,45.8
DVC000010,ACCT000010,2026-06-28 12:00:00,True,54.8,147.5,12.5,46.2
DVC000010,ACCT000010,2026-06-29 12:00:00,True,61.4,167.4,20.9,43.7
DVC000011,ACCT000011,2026-05-31 12:00:00,True,78.8,245.3,30.3,53.1
DVC000011,ACCT000011,2026-06-01 12:00:00,True,75.2,260.8,22.2,44.6
DVC000011,ACCT000011,2026-06-02 12:00:00,True,69.3,250.5,28.1,57.8
DVC000011,ACCT000011,2026-06-03 12:00:00,True,60.2,235.3,27.7,52.5
DVC000011,ACCT000011,2026-06-04 12:00:00,True,65.8,233.8,24.1,44.2
DVC000011,ACCT000011,2026-06-05 12:00:00,True,55.6,214.1,30.6,40.5
DVC000011,ACCT000011,2026-06-06 12:00:00,True,56.7,219.8,30.7,50.1
DVC000011,ACCT000011,2026-06-07 12:00:00,True,78.9,269.3,34.8,60.7
DVC000011,ACCT000011,2026-06-08 12:00:00,True,73.9,242.1,34.4,50.1
DVC000011,ACCT000011,2026-06-09 12:00:00,True,63.8,243.9,25.3,56.0
DVC000011,ACCT000011,2026-06-10 12:00:00,True,75.4,250.6,35.5,50.0
DVC000011,ACCT000011,2026-06-11 12:00:00,True,61.9,242.4,24.2,53.9
DVC000011,ACCT000011,2026-06-12 12:00:00,True,76.1,254.9,36.2,52.7
DVC000011,ACCT000011,2026-06-13 12:00:00,True,69.0,242.1,24.1,51.6
DVC000011,ACCT000011,2026-06-14 12:00:00,True,68.6,239.1,33.3,58.0
DVC000011,ACCT000011,2026-06-15 12:00:00,True,57.3,226.3,22.2,50.5
