account_id,metric_date,latency_ms,packet_loss_pct,uptime_pct
ACCT000003,2026-06-29,130.22,1.23,94.88
ACCT000004,2026-06-16,23.5,0.49,99.8
ACCT000004,2026-06-17,19.38,0.58,99.86
ACCT000004,2026-06-18,12.02,0.04,99.88
ACCT000004,2026-06-19,36.83,0.13,99.64
ACCT000004,2026-06-20,20.91,0.28,99.85
ACCT000004,2026-06-21,30.65,0.44,99.86
ACCT000004,2026-06-22,44.79,0.53,99.84
ACCT000004,2026-06-23,34.05,0.03,99.94
ACCT000004,2026-06-24,17.71,0.2,99.82
ACCT000004,2026-06-25,18.31,0.31,99.93
ACCT000004,2026-06-26,15.49,0.02,99.96
ACCT000004,2026-06-27,18.41,0.14,99.94
ACCT000004,2026-06-28,36.13,0.57,99.53
ACCT000004,2026-06-29,22.48,0.02,99.56
ACCT000005,2026-06-16,96.87,4.38,96.15
ACCT000005,2026-06-17,116.34,3.93,96.15
ACCT000005,2026-06-18,158.48,1.47,93.93
ACCT000005,2026-06-19,103.4,3.61,95.48
ACCT000005,2026-06-20,115.62,2.17,98.81
ACCT000005,2026-06-21,148.53,4.43,98.51
ACCT000005,2026-06-22,86.61,4.84,95.5
ACCT000005,2026-06-23,129.45,1.32,96.08
ACCT000005,2026-06-24,66.22,2.15,96.34
ACCT000005,2026-06-25,161.27,5.39,96.56
ACCT000005,2026-06-26,142.23,4.97,95.32
ACCT000005,2026-06-27,129.43,2.67,93.79
ACCT000005,2026-06-28,112.3,4.44,98.33
ACCT000005,2026-06-29,68.09,3.63,93.45
ACCT000006,2026-06-16,42.06,0.23,99.98
ACCT000006,2026-06-17,44.0,0.39,99.6
ACCT000006,2026-06-18,23.3,0.19,99.93
ACCT000006,2026-06-19,28.64,0.57,99.87
ACCT000006,2026-06-20,42.18,0.19,99.61
ACCT000006,2026-06-21,14.08,0.32,99.59
ACCT000006,2026-06-22,12.61,0.02,99.78
ACCT000006,2026-06-23,43.91,0.43,99.55
ACCT000006,2026-06-24,14.71,0.39,99.73
ACCT000006,2026-06-25,21.37,0.26,99.72
ACCT000006,2026-06-26,17.68,0.35,99.58
ACCT000006,2026-06-27,26.42,0.32,99.96
ACCT000006,2026-06-28,27.48,0.04,99.51
ACCT000006,2026-06-29,25.91,0.21,99.67
ACCT000007,2026-06-16,11.02,0.42,99.76
ACCT000007,2026-06-17,28.95,0.36,99.95
ACCT000007,2026-06-18,10.29,0.59,99.7
ACCT000007,2026-06-19,34.22,0.47,99.59
ACCT000007,2026-06-20,14.38,0.57,99.9
ACCT000007,2026-06-21,17.8,0.29,99.76
ACCT000007,2026-06-22,44.46,0.38,99.62
ACCT000007,2026-06-23,10.56,0.42,99.61
ACCT000007,2026-06-24,15.16,0.28,99.62
ACCT000007,2026-06-25,28.34,0.44,99.94
ACCT000007,2026-06-26,20.75,0.24,99.78
ACCT000007,2026-06-27,40.78,0.1,99.5
ACCT000007,2026-06-28,12.92,0.57,99.63
ACCT000007,2026-06-29,19.16,0.24,99.8
ACCT000008,2026-06-16,118.26,3.09,94.08
ACCT000008,2026-06-17,170.88,4.87,95.43
ACCT000008,2026-06-18,87.67,3.03,97.1
ACCT000008,2026-06-19,106.82,5.46,98.34
ACCT000008,2026-06-20,147.09,3.92,96.53
ACCT000008,2026-06-21,175.33,3.34,98.74
ACCT000008,2026-06-22,88.54,2.58,95.82
ACCT000008,2026-06-23,174.05,5.91,98.81
ACCT000008,2026-06-24,131.45,2.09,93.74
ACCT000008,2026-06-25,93.78,1.22,98.61
ACCT000008,2026-06-26,134.88,4.53,94.79
ACCT000008,2026-06-27,127.62,4.29,93.45
ACCT000008,2026-06-28,123.11,4.93,94.35
ACCT000008,2026-06-29,98.57,1.75,93.7
ACCT000009,2026-06-16,43.15,0.34,99.96
ACCT000009,2026-06-17,33.6,0.32,99.76
ACCT000009,2026-06-18,40.5,0.41,99.83
ACCT000009,2026-06-19,21.82,0.56,99.79
ACCT000009,2026-06-20,28.46,0.34,99.72
ACCT000009,2026-06-21,17.6,0.08,99.54
ACCT000009,2026-06-22,13.48,0.34,99.74
ACCT000009,2026-06-23,27.36,0.6,99.94
ACCT000009,2026-06-24,40.48,0.47,99.52
ACCT000009,2026-06-25,12.45,0.55,99.82
ACCT000009,2026-06-26,30.54,0.13,99.71
ACCT000009,2026-06-27,17.33,0.22,99.52
ACCT000009,2026-06-28,16.44,0.05,99.88
ACCT000009,2026-06-29,23.25,0.53,99.8
ACCT000010,2026-06-16,16.6,0.56,99.6
ACCT000010,2026-06-17,30.22,0.35,99.93
ACCT000010,2026-06-18,34.99,0.06,99.98
ACCT000010,2026-06-19,26.83,0.44,99.88
ACCT000010,2026-06-20,38.17,0.49,99.87
ACCT000010,2026-06-21,43.46,0.07,99.59
ACCT000010,2026-06-22,25.8,0.52,99.97
ACCT000010,2026-06-23,12.93,0.45,99.76
ACCT000010,2026-06-24,38.42,0.1,99.75
ACCT000010,2026-06-25,15.83,0.26,99.78
ACCT000010,2026-06-26,29.84,0.5,100.0
ACCT000010,2026-06-27,42.77,0.08,99.73
ACCT000010,2026-06-28,20.1,0.53,99.92
ACCT000010,2026-06-29,25.96,0.51,99.97
ACCT000011,2026-06-16,41.11,0.34,99.84
ACCT000011,2026-06-17,24.6,0.26,99.51
ACCT000011,2026-06-18,41.84,0.56,100.0
ACCT000011,2026-06-19,10.19,0.41,99.82
ACCT000011,2026-06-20,41.18,0.33,99.53
ACCT000011,2026-06-21,14.54,0.48,99.53
ACCT000011,2026-06-22,29.05,0.21,99.92
ACCT000011,2026-06-23,15.91,0.19,99.82
ACCT000011,2026-06-24,40.42,0.51,99.67
ACCT000011,2026-06-25,36.7,0.05,99.78
ACCT000011,2026-06-26,33.86,0.05,99.9
ACCT000011,2026-06-27,32.51,0.08,99.66
ACCT000011,2026-06-28,11.92,0.14,99.79
ACCT000011,2026-06-29,42.97,0.11,99.76
ACCT000012,2026-06-16,25.44,0.29,99.63
ACCT000012,2026-06-17,29.44,0.07,99.93
ACCT000012,2026-06-18,24.29,0.09,99.78
ACCT000012,2026-06-19,32.54,0.15,99.8
ACCT000012,2026-06-20,16.86,0.45,99.68
ACCT000012,2026-06-21,25.34,0.26,99.92
ACCT000012,2026-06-22,33.73,0.16,99.7
ACCT000012,2026-06-23,31.69,0.32,99.59
ACCT000012,2026-06-24,27.39,0.3,99.56
ACCT000012,2026-06-25,37.68,0.2,99.74
ACCT000012,2026-06-26,20.52,0.47,99.95
ACCT000012,2026-06-27,35.49,0.25,99.89
ACCT000012,2026-06-28,43.73,0.21,99.66
ACCT000012,2026-06-29,33.81,0.46,99.51
ACCT000013,2026-06-16,16.24,0.25,99.92
ACCT000013,2026-06-17,13.94,0.09,99.92
ACCT000013,2026-06-18,11.17,0.22,99.89
ACCT000013,2026-06-19,14.63,0.4,99.78
ACCT000013,2026-06-20,16.31,0.12,99.56
ACCT000013,2026-06-21,44.12,0.05,99.73
ACCT000013,2026-06-22,22.2,0.42,99.58
ACCT000013,2026-06-23,37.26,0.46,99.99
ACCT000013,2026-06-24,37.53,0.28,99.52
ACCT000013,2026-06-25,30.23,0.08,99.83
ACCT000013,2026-06-26,30.15,0.58,99.76
ACCT000013,2026-06-27,29.52,0.31,99.67
ACCT000013,2026-06-28,20.2,0.48,99.94
ACCT000013,2026-06-29,29.22,0.27,99.51
ACCT000014,2026-06-16,39.98,0.23,99.7
ACCT000014,2026-06-17,13.4,0.19,99.98
ACCT000014,2026-06-18,26.3,0.29,99.54
ACCT000014,2026-06-19,39.5,0.0,99.9
ACCT000014,2026-06-20,31.79,0.21,99.57
ACCT000014,2026-06-21,41.18,0.1,99.91
ACCT000014,2026-06-22,44.22,0.07,99.89
ACCT000014,2026-06-23,40.95,0.24,99.72
ACCT000014,2026-06-24,12.06,0.51,99.67
ACCT000014,2026-06-25,35.13,0.36,99.98
ACCT000014,2026-06-26,36.5,0.27,99.97
ACCT000014,2026-06-27,12.46,0.19,99.92
ACCT000014,2026-06-28,43.82,0.21,99.86
ACCT000014,2026-06-29,28.59,0.38,99.84
ACCT000015,2026-06-16,25.58,0.21,99.67
ACCT000015,2026-06-17,36.66,0.31,99.8
ACCT000015,2026-06-18,14.48,0.31,99.86
ACCT000015,2026-06-19,13.17,0.23,99.7
ACCT000015,2026-06-20,27.19,0.02,99.91
ACCT000015,2026-06-21,43.53,0.1,99.87
ACCT000015,2026-06-22,17.16,0.5,99.87
ACCT000015,2026-06-23,44.01,0.28,99.74
ACCT000015,2026-06-24,28.88,0.16,99.96
ACCT000015,2026-06-25,11.3,0.16,99.62
ACCT000015,2026-06-26,17.71,0.39,99.56
ACCT000015,2026-06-27,12.91,0.44,99.92
ACCT000015,2026-06-28,28.72,0.52,99.71
ACCT000015,2026-06-29,22.7,0.41,99.76
ACCT000017,2026-06-16,35.57,0.04,99.75
ACCT000017,2026-06-17,31.76,0.45,99.76
ACCT000017,2026-06-18,11.6,0.19,99.93
ACCT000017,2026-06-19,32.51,0.41,99.92
ACCT000017,2026-06-20,19.18,0.1,99.63
ACCT000017,2026-06-21,28.99,0.06,99.88
ACCT000017,2026-06-22,39.23,0.13,99.71
ACCT000017,2026-06-23,21.17,0.58,99.77
ACCT000017,2026-06-24,27.42,0.46,99.99
ACCT000017,2026-06-25,30.15,0.19,99.5
ACCT000017,2026-06-26,26.03,0.58,99.63
ACCT000017,2026-06-27,14.41,0.16,99.71
ACCT000017,2026-06-28,18.29,0.22,99.76
ACCT000017,2026-06-29,40.76,0.29,99.78
ACCT000018,2026-06-16,122.76,1.01,95.63
ACCT000018,2026-06-17,140.97,3.88,94.58
ACCT000018,2026-06-18,133.73,3.89,97.3
ACCT000018,2026-06-19,110.14,4.26,95.23
ACCT000018,2026-06-20,114.4,4.12,97.53
ACCT000018,2026-06-21,155.41,2.69,95.58
ACCT000018,2026-06-22,136.89,4.39,94.52
ACCT000018,2026-06-23,134.85,4.27,97.36
ACCT000018,2026-06-24,92.59,4.23,95.16
ACCT000018,2026-06-25,87.51,5.63,96.78
ACCT000018,2026-06-26,97.39,1.82,96.92
ACCT000018,2026-06-27,161.03,4.93,97.13
ACCT000018,2026-06-28,173.7,1.75,97.05
ACCT000018,2026-06-29,64.75,5.55,93.76
ACCT000019,2026-06-16,17.75,0.38,99.69
ACCT000019,2026-06-17,10.56,0.59,99.57
ACCT000019,2026-06-18,11.16,0.15,99.8
ACCT000019,2026-06-19,33.82,0.03,99.56
ACCT000019,2026-06-20,12.44,0.16,99.9
ACCT000019,2026-06-21,14.05,0.33,99.77
ACCT000019,2026-06-22,23.67,0.14,99.98
ACCT000019,2026-06-23,36.13,0.2,99.86
ACCT000019,2026-06-24,10.76,0.5,99.6
ACCT000019,2026-06-25,44.09,0.48,99.78
ACCT000019,2026-06-26,22.37,0.16,99.92
ACCT000019,2026-06-27,34.4,0.44,99.86
ACCT000019,2026-06-28,11.61,0.35,99.57
ACCT000019,2026-06-29,16.84,0.15,99.63
ACCT000020,2026-06-16,18.85,0.28,99.67
ACCT000020,2026-06-17,25.65,0.48,99.88
ACCT000020,2026-06-18,18.5,0.52,99.53
ACCT000020,2026-06-19,42.06,0.41,99.91
ACCT000020,2026-06-20,32.71,0.18,99.52
ACCT000020,2026-06-21,12.74,0.09,99.55
ACCT000020,2026-06-22,38.08,0.42,99.9
ACCT000020,2026-06-23,19.44,0.17,99.96
ACCT000020,2026-06-24,34.32,0.57,99.78
ACCT000020,2026-06-25,28.23,0.37,99.55
ACCT000020,2026-06-26,41.94,0.32,99.85
ACCT000020,2026-06-27,12.4,0.3,99.55
ACCT000020,2026-06-28,16.11,0.32,99.85
ACCT000020,2026-06-29,28.19,0.29,99.86
ACCT000021,2026-06-16,178.68,4.48,94.82
ACCT000021,2026-06-17,86.46,3.78,97.52
ACCT000021,2026-06-18,89.57,1.52,95.12
ACCT000021,2026-06-19,161.79,5.61,96.22
ACCT000021,2026-06-20,105.73,2.36,93.14
ACCT000021,2026-06-21,147.4,4.96,94.55
ACCT000021,2026-06-22,88.2,3.76,93.04
ACCT000021,2026-06-23,68.99,4.12,98.2
ACCT000021,2026-06-24,148.54,1.81,97.79
ACCT000021,2026-06-25,158.13,1.0,94.0
ACCT000021,2026-06-26,77.55,2.32,96.54
ACCT000021,2026-06-27,127.46,3.1,97.76
ACCT000021,2026-06-28,98.84,4.98,97.11
ACCT000021,2026-06-29,64.53,2.52,96.81
ACCT000022,2026-06-16,150.85,4.49,97.12
ACCT000022,2026-06-17,159.78,1.28,96.57
ACCT000022,2026-06-18,140.85,2.72,97.32
ACCT000022,2026-06-19,71.52,4.44,95.19
ACCT000022,2026-06-20,177.01,1.52,98.57
ACCT000022,2026-06-21,131.1,5.09,95.68
ACCT000022,2026-06-22,171.38,4.15,94.0
ACCT000022,2026-06-23,179.6,1.46,98.9
ACCT000022,2026-06-24,175.52,1.75,96.96
ACCT000022,2026-06-25,132.69,2.11,93.8
ACCT000022,2026-06-26,86.65,1.76,93.41
ACCT000022,2026-06-27,114.46,2.89,98.36
ACCT000022,2026-06-28,126.79,2.62,93.13
ACCT000022,2026-06-29,132.07,3.62,96.09
ACCT000023,2026-06-16,12.2,0.28,99.94
ACCT000023,2026-06-17,24.22,0.15,99.86
ACCT000023,2026-06-18,24.21,0.49,99.6
ACCT000023,2026-06-19,29.17,0.09,99.74
ACCT000023,2026-06-20,34.24,0.03,99.78
ACCT000023,2026-06-21,22.1,0.19,99.57
ACCT000023,2026-06-22,35.15,0.27,99.91
ACCT000023,2026-06-23,29.61,0.25,99.87
ACCT000023,2026-06-24,21.9,0.57,99.85
ACCT000023,2026-06-25,13.13,0.29,99.73
ACCT000023,2026-06-26,35.88,0.48,99.66
ACCT000023,2026-06-27,28.06,0.41,99.85
ACCT000023,2026-06-28,41.17,0.47,99.75
ACCT000023,2026-06-29,28.06,0.36,99.9
ACCT000024,2026-06-16,32.16,0.06,99.75
ACCT000024,2026-06-17,43.13,0.32,99.93
ACCT000024,2026-06-18,14.4,0.05,99.75
ACCT000024,2026-06-19,41.05,0.18,99.67
ACCT000024,2026-06-20,36.92,0.52,99.59
ACCT000024,2026-06-21,24.34,0.29,99.85
ACCT000024,2026-06-22,25.69,0.59,99.66
ACCT000024,2026-06-23,27.73,0.26,99.75
ACCT000024,2026-06-24,23.74,0.53,99.78
ACCT000024,2026-06-25,33.78,0.34,99.6
ACCT000024,2026-06-26,17.02,0.08,99.69
ACCT000024,2026-06-27,25.15,0.34,99.51
ACCT000024,2026-06-28,11.69,0.44,99.61
ACCT000024,2026-06-29,27.85,0.06,99.82
ACCT000025,2026-06-16,108.96,3.93,96.77
ACCT000025,2026-06-17,105.63,4.16,96.94
ACCT000025,2026-06-18,129.23,4.15,97.79
ACCT000025,2026-06-19,74.42,5.21,96.98
ACCT000025,2026-06-20,173.94,2.3,98.84
ACCT000025,2026-06-21,106.46,1.94,95.52
ACCT000025,2026-06-22,84.01,3.41,98.13
ACCT000025,2026-06-23,93.79,5.54,96.35
ACCT000025,2026-06-24,111.97,2.95,95.04
ACCT000025,2026-06-25,146.53,4.38,95.66
ACCT000025,2026-06-26,137.06,2.95,93.91
ACCT000025,2026-06-27,142.88,2.42,97.36
ACCT000025,2026-06-28,173.72,1.66,93.53
ACCT000025,2026-06-29,104.8,5.88,93.95
ACCT000026,2026-06-16,18.87,0.4,99.73
ACCT000026,2026-06-17,12.95,0.47,99.91
ACCT000026,2026-06-18,26.99,0.39,99.58
ACCT000026,2026-06-19,36.81,0.2,99.81
ACCT000026,2026-06-20,34.99,0.05,99.68
ACCT000026,2026-06-21,32.47,0.12,99.89
ACCT000026,2026-06-22,37.15,0.46,99.52
ACCT000026,2026-06-23,21.56,0.58,99.75
ACCT000026,2026-06-24,44.09,0.29,99.61
ACCT000026,2026-06-25,14.33,0.58,99.51
ACCT000026,2026-06-26,22.28,0.38,99.92
ACCT000026,2026-06-27,14.3,0.02,99.85
ACCT000026,2026-06-28,37.79,0.11,99.71
ACCT000026,2026-06-29,25.65,0.39,99.89
ACCT000027,2026-06-16,17.0,0.13,99.69
ACCT000027,2026-06-17,39.71,0.53,99.55
ACCT000027,2026-06-18,34.11,0.16,99.61
ACCT000027,2026-06-19,42.81,0.57,99.95
ACCT000027,2026-06-20,26.48,0.26,99.6
ACCT000027,2026-06-21,27.61,0.49,99.73
ACCT000027,2026-06-22,18.83,0.31,99.64
ACCT000027,2026-06-23,42.33,0.39,99.79
ACCT000027,2026-06-24,23.37,0.55,99.55
ACCT000027,2026-06-25,19.64,0.48,99.82
ACCT000027,2026-06-26,41.11,0.33,99.69
ACCT000027,2026-06-27,16.37,0.38,99.97
ACCT000027,2026-06-28,13.72,0.15,99.52
ACCT000027,2026-06-29,25.1,0.05,99.56
ACCT000028,2026-06-16,13.3,0.47,99.99
ACCT000028,2026-06-17,41.41,0.38,99.65
ACCT000028,2026-06-18,27.04,0.0,99.51
ACCT000028,2026-06-19,14.45,0.36,99.72
ACCT000028,2026-06-20,14.33,0.32,99.81
ACCT000028,2026-06-21,40.93,0.53,99.73
ACCT000028,2026-06-22,35.05,0.37,99.84
ACCT000028,2026-06-23,14.92,0.46,99.58
ACCT000028,2026-06-24,10.22,0.07,99.97
ACCT000028,2026-06-25,18.41,0.04,99.53
ACCT000028,2026-06-26,14.54,0.2,99.82
ACCT000028,2026-06-27,33.24,0.03,99.68
ACCT000028,2026-06-28,37.88,0.27,99.85
ACCT000028,2026-06-29,17.44,0.24,99.97
ACCT000029,2026-06-16,27.84,0.36,99.8
ACCT000029,2026-06-17,27.84,0.1,99.94
ACCT000029,2026-06-18,16.63,0.2,99.57
ACCT000029,2026-06-19,20.76,0.09,99.93
ACCT000029,2026-06-20,14.41,0.07,99.72
ACCT000029,2026-06-21,19.68,0.56,99.85
ACCT000029,2026-06-22,34.46,0.49,99.78
ACCT000029,2026-06-23,39.39,0.51,99.59
ACCT000029,2026-06-24,44.58,0.55,99.85
ACCT000029,2026-06-25,19.77,0.34,99.71
ACCT000029,2026-06-26,33.16,0.51,99.68
ACCT000029,2026-06-27,22.18,0.51,99.79
ACCT000029,2026-06-28,26.65,0.1,99.56
ACCT000029,2026-06-29,10.54,0.36,99.61
ACCT000030,2026-06-16,18.55,0.35,99.59
ACCT000030,2026-06-17,38.05,0.06,99.91
ACCT000030,2026-06-18,17.42,0.31,99.86
ACCT000030,2026-06-19,10.6,0.52,99.82
ACCT000030,2026-06-20,16.4,0.41,99.71
ACCT000030,2026-06-21,40.46,0.1,100.0
ACCT000030,2026-06-22,42.35,0.12,99.5
ACCT000030,2026-06-23,38.71,0.09,99.69
ACCT000030,2026-06-24,21.62,0.49,99.61
ACCT000030,2026-06-25,10.95,0.08,99.93
ACCT000030,2026-06-26,27.49,0.3,99.76
ACCT000030,2026-06-27,19.7,0.16,99.95
ACCT000030,2026-06-28,24.82,0.44,99.54
ACCT000030,2026-06-29,27.48,0.44,99.62
ACCT000031,2026-06-16,25.14,0.2,99.55
ACCT000031,2026-06-17,41.25,0.1,99.92
ACCT000031,2026-06-18,40.15,0.36,99.73
ACCT000031,2026-06-19,21.9,0.18,99.68
ACCT000031,2026-06-20,22.12,0.55,99.58
ACCT000031,2026-06-21,33.22,0.48,99.96
ACCT000031,2026-06-22,15.07,0.41,99.62
ACCT000031,2026-06-23,21.9,0.37,99.85
ACCT000031,2026-06-24,31.83,0.22,99.51
ACCT000031,2026-06-25,38.07,0.49,99.7
ACCT000031,2026-06-26,31.62,0.18,99.59
ACCT000031,2026-06-27,42.07,0.08,99.71
ACCT000031,2026-06-28,34.87,0.28,99.74
ACCT000031,2026-06-29,16.4,0.41,99.73
ACCT000032,2026-06-16,96.9,2.18,94.32
ACCT000032,2026-06-17,77.6,3.31,94.51
ACCT000032,2026-06-18,108.01,4.5,97.18
ACCT000032,2026-06-19,63.64,3.23,94.04
ACCT000032,2026-06-20,126.34,4.14,97.69
ACCT000032,2026-06-21,165.6,5.28,95.05
ACCT000032,2026-06-22,96.56,1.23,94.54
ACCT000032,2026-06-23,95.26,4.62,95.11
ACCT000032,2026-06-24,115.69,2.17,97.97
ACCT000032,2026-06-25,131.5,2.52,97.59
ACCT000032,2026-06-26,162.88,2.53,93.74
ACCT000032,2026-06-27,152.96,2.46,95.09
ACCT000032,2026-06-28,133.73,5.6,95.42
ACCT000032,2026-06-29,117.55,5.48,95.21
ACCT000034,2026-06-16,23.53,0.26,99.84
ACCT000034,2026-06-17,14.68,0.29,99.6
ACCT000034,2026-06-18,17.58,0.26,99.54
ACCT000034,2026-06-19,36.9,0.11,99.79
ACCT000034,2026-06-20,15.06,0.32,99.52
ACCT000034,2026-06-21,22.99,0.14,99.66
ACCT000034,2026-06-22,19.19,0.57,99.89
ACCT000034,2026-06-23,17.97,0.11,99.95
ACCT000034,2026-06-24,41.78,0.57,99.59
ACCT000034,2026-06-25,19.12,0.11,99.69
ACCT000034,2026-06-26,39.97,0.09,99.91
ACCT000034,2026-06-27,40.91,0.26,99.64
ACCT000034,2026-06-28,15.24,0.49,99.61
ACCT000034,2026-06-29,41.45,0.31,99.69
ACCT000035,2026-06-16,134.08,1.93,94.36
ACCT000035,2026-06-17,178.22,5.92,96.6
ACCT000035,2026-06-18,97.01,1.04,94.58
ACCT000035,2026-06-19,118.23,3.55,98.78
ACCT000035,2026-06-20,67.03,3.03,96.11
ACCT000035,2026-06-21,128.01,2.27,98.61
ACCT000035,2026-06-22,124.69,5.86,96.6
ACCT000035,2026-06-23,118.37,2.36,93.07
ACCT000035,2026-06-24,136.91,5.54,96.72
ACCT000035,2026-06-25,165.0,1.72,94.27
ACCT000035,2026-06-26,61.55,3.49,96.62
ACCT000035,2026-06-27,106.42,2.55,98.12
ACCT000035,2026-06-28,68.33,2.0,94.43
ACCT000035,2026-06-29,102.46,1.64,96.35
ACCT000036,2026-06-16,19.38,0.1,99.63
ACCT000036,2026-06-17,44.91,0.44,99.76
ACCT000036,2026-06-18,14.62,0.56,99.77
ACCT000036,2026-06-19,21.05,0.04,99.74
ACCT000036,2026-06-20,44.56,0.29,99.82
ACCT000036,2026-06-21,20.05,0.01,99.86
ACCT000036,2026-06-22,12.52,0.49,99.91
ACCT000036,2026-06-23,29.86,0.38,99.6
ACCT000036,2026-06-24,22.01,0.28,99.7
ACCT000036,2026-06-25,30.67,0.06,99.67
ACCT000036,2026-06-26,28.41,0.02,99.57
ACCT000036,2026-06-27,10.86,0.27,99.51
ACCT000036,2026-06-28,19.65,0.1,99.68
ACCT000036,2026-06-29,39.43,0.47,99.6
ACCT000037,2026-06-16,13.94,0.43,99.98
ACCT000037,2026-06-17,10.97,0.41,99.55
ACCT000037,2026-06-18,17.89,0.34,99.54
ACCT000037,2026-06-19,25.01,0.5,99.91
ACCT000037,2026-06-20,23.5,0.52,99.86
ACCT000037,2026-06-21,33.75,0.03,99.72
ACCT000037,2026-06-22,13.91,0.08,99.94
ACCT000037,2026-06-23,12.31,0.57,99.62
ACCT000037,2026-06-24,16.23,0.41,99.65
ACCT000037,2026-06-25,29.91,0.57,99.62
ACCT000037,2026-06-26,26.69,0.15,99.84
ACCT000037,2026-06-27,11.06,0.24,99.78
ACCT000037,2026-06-28,21.91,0.03,99.81
ACCT000037,2026-06-29,44.84,0.33,99.69
ACCT000038,2026-06-16,145.84,3.2,95.96
ACCT000038,2026-06-17,117.02,1.13,94.81
ACCT000038,2026-06-18,119.09,4.19,96.65
ACCT000038,2026-06-19,99.25,1.48,96.75
ACCT000038,2026-06-20,147.12,5.52,97.14
ACCT000038,2026-06-21,63.77,3.87,97.41
ACCT000038,2026-06-22,152.64,1.15,97.15
ACCT000038,2026-06-23,67.71,4.24,95.42
ACCT000038,2026-06-24,146.55,3.58,94.31
ACCT000038,2026-06-25,60.58,2.0,93.12
ACCT000038,2026-06-26,142.12,5.89,98.05
ACCT000038,2026-06-27,117.97,1.9,93.77
ACCT000038,2026-06-28,122.9,5.26,96.27
ACCT000038,2026-06-29,93.97,3.41,96.68
ACCT000039,2026-06-16,18.88,0.53,99.75
ACCT000039,2026-06-17,14.46,0.45,99.81
ACCT000039,2026-06-18,12.26,0.27,99.67
ACCT000039,2026-06-19,40.92,0.06,99.54
ACCT000039,2026-06-20,12.04,0.54,99.91
ACCT000039,2026-06-21,14.21,0.31,99.6
ACCT000039,2026-06-22,15.2,0.23,99.94
ACCT000039,2026-06-23,24.27,0.34,99.55
ACCT000039,2026-06-24,25.43,0.03,99.84
ACCT000039,2026-06-25,31.72,0.39,99.75
ACCT000039,2026-06-26,26.05,0.02,99.71
ACCT000039,2026-06-27,32.22,0.45,99.62
ACCT000039,2026-06-28,42.56,0.48,99.8
ACCT000039,2026-06-29,17.95,0.25,99.94
ACCT000040,2026-06-16,21.2,0.32,99.78
ACCT000040,2026-06-17,29.41,0.15,99.78
ACCT000040,2026-06-18,14.84,0.1,99.64
ACCT000040,2026-06-19,20.99,0.19,99.52
ACCT000040,2026-06-20,22.19,0.4,99.93
ACCT000040,2026-06-21,35.91,0.5,99.99
ACCT000040,2026-06-22,12.65,0.13,99.85
ACCT000040,2026-06-23,10.17,0.24,100.0
ACCT000040,2026-06-24,32.04,0.08,99.66
ACCT000040,2026-06-25,44.8,0.26,99.79
ACCT000040,2026-06-26,14.62,0.16,99.99
ACCT000040,2026-06-27,18.82,0.25,99.98
ACCT000040,2026-06-28,44.41,0.16,99.95
ACCT000040,2026-06-29,37.82,0.59,99.99
ACCT000042,2026-06-16,39.32,0.33,99.62
ACCT000042,2026-06-17,22.92,0.0,99.95
ACCT000042,2026-06-18,27.58,0.02,99.99
ACCT000042,2026-06-19,28.97,0.37,99.51
