subscription_id,account_id,product_id,plan_id,device_id,start_date,end_date,status,mrc
SUB000085,ACCT000053,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-06-30,,active,25.0
SUB000086,ACCT000054,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-10-19,,active,75.0
SUB000087,ACCT000054,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000088,ACCT000055,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2026-06-25,,active,95.0
SUB000089,ACCT000055,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2026-06-30,,active,52.0
SUB000090,ACCT000056,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-09-03,,active,70.0
SUB000091,ACCT000056,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2024-05-26,,active,77.0
SUB000092,ACCT000057,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-03-01,,active,55.0
SUB000093,ACCT000058,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2023-02-23,,active,95.0
SUB000094,ACCT000059,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-02-27,,active,90.0
SUB000095,ACCT000060,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2022-08-27,,active,75.0
SUB000096,ACCT000060,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2023-02-24,,active,77.0
SUB000097,ACCT000061,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-09-22,,active,55.0
SUB000098,ACCT000062,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-05-23,2025-04-04,cancelled,70.0
SUB000099,ACCT000063,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2020-06-16,,active,50.0
SUB000100,ACCT000063,PROD_TV,PLAN_TV_STD,DEV_NONE,2021-07-04,,active,45.0
SUB000101,ACCT000064,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-01-28,,active,90.0
SUB000102,ACCT000064,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2025-07-24,,active,67.0
SUB000103,ACCT000065,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-07-14,,active,50.0
SUB000104,ACCT000065,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2024-11-27,,active,55.0
SUB000105,ACCT000065,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-07-27,,active,45.0
SUB000106,ACCT000066,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2025-09-27,,active,95.0
SUB000107,ACCT000066,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2026-04-27,,active,62.0
SUB000108,ACCT000067,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2020-07-30,,active,95.0
SUB000109,ACCT000068,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-08-13,,active,90.0
SUB000110,ACCT000068,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-02-25,,active,77.0
SUB000111,ACCT000069,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2023-06-29,,active,95.0
SUB000112,ACCT000070,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2022-01-28,2023-08-06,cancelled,55.0
SUB000113,ACCT000071,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2026-06-09,,active,115.0
SUB000114,ACCT000072,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-01-12,,active,50.0
SUB000115,ACCT000073,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-07-10,,active,95.0
SUB000116,ACCT000073,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-07-18,,active,77.0
SUB000117,ACCT000073,PROD_TV,PLAN_TV_STD,DEV_NONE,2024-10-16,,active,45.0
SUB000118,ACCT000074,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-11-20,,active,50.0
SUB000119,ACCT000075,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2020-09-23,,active,75.0
SUB000120,ACCT000075,PROD_TV,PLAN_TV_STD,DEV_NONE,2021-05-22,,active,45.0
SUB000121,ACCT000076,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-02-16,,active,70.0
SUB000122,ACCT000077,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-08-06,,active,70.0
SUB000123,ACCT000077,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-08-06,,active,77.0
SUB000124,ACCT000078,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-05-21,,active,50.0
SUB000125,ACCT000078,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2026-06-30,,active,52.0
SUB000126,ACCT000079,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-07-04,,active,95.0
SUB000127,ACCT000080,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-09-05,,active,90.0
SUB000128,ACCT000080,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2025-04-05,,active,67.0
SUB000129,ACCT000080,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-05-10,,active,25.0
SUB000130,ACCT000081,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2020-06-24,,active,75.0
SUB000131,ACCT000081,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2021-01-14,,active,67.0
SUB000132,ACCT000082,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2024-08-05,,active,75.0
SUB000133,ACCT000082,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-06-24,,active,55.0
SUB000134,ACCT000082,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2024-09-17,,active,25.0
SUB000135,ACCT000083,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-06-29,,active,70.0
SUB000136,ACCT000083,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-03-31,,active,25.0
SUB000137,ACCT000084,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-10-24,,active,70.0
SUB000138,ACCT000085,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-06-21,,active,70.0
SUB000139,ACCT000085,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-08-25,,active,55.0
SUB000140,ACCT000086,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2023-09-29,,active,75.0
SUB000141,ACCT000087,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2026-06-29,,active,55.0
SUB000142,ACCT000088,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2022-09-16,,active,115.0
SUB000143,ACCT000089,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2022-08-16,,active,90.0
SUB000144,ACCT000089,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2023-03-20,,active,55.0
SUB000145,ACCT000090,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-07-30,2027-01-07,cancelled,70.0
SUB000146,ACCT000091,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-01-10,,active,95.0
SUB000147,ACCT000092,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2021-12-15,,active,70.0
SUB000148,ACCT000092,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2022-05-15,,active,67.0
SUB000149,ACCT000093,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2024-09-23,2025-03-18,cancelled,75.0
SUB000150,ACCT000093,PROD_TV,PLAN_TV_STD,DEV_NONE,2025-03-19,2025-03-18,cancelled,45.0
SUB000151,ACCT000094,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-12-29,,active,95.0
SUB000152,ACCT000094,PROD_MOB,PLAN_MOB_40,DEV_PHONE_A,2026-01-29,,active,62.0
SUB000153,ACCT000095,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-11-28,,active,90.0
SUB000154,ACCT000095,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-11-23,,active,55.0
SUB000155,ACCT000096,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-02-28,,active,90.0
SUB000156,ACCT000097,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-05-21,,active,50.0
SUB000157,ACCT000098,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2026-06-15,,active,70.0
SUB000158,ACCT000099,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-03-06,,active,70.0
SUB000159,ACCT000099,PROD_MOB,PLAN_MOB_10,DEV_PHONE_B,2024-07-02,,active,37.0
SUB000160,ACCT000100,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-03-26,,active,90.0
SUB000161,ACCT000100,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2026-03-28,,active,47.0
SUB000162,ACCT000101,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-11-02,,active,70.0
SUB000163,ACCT000101,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2026-04-12,,active,47.0
SUB000164,ACCT000102,PROD_INT,PLAN_INT_2G,DEV_ROUTER_MESH,2026-03-19,,active,120.0
SUB000165,ACCT000102,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-06-30,,active,25.0
SUB000166,ACCT000103,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-07-14,,active,50.0
SUB000167,ACCT000103,PROD_MOB,PLAN_MOB_10,DEV_NONE,2025-07-06,,active,25.0
SUB000168,ACCT000104,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-06-12,,active,50.0
SUB000169,ACCT000104,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_B,2026-06-30,,active,67.0
SUB000170,ACCT000105,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-12-10,,active,70.0
SUB000171,ACCT000105,PROD_MOB,PLAN_MOB_40,DEV_NONE,2024-08-11,,active,40.0
SUB000172,ACCT000106,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-14,,active,90.0
SUB000173,ACCT000107,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-07-02,,active,55.0
SUB000174,ACCT000107,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-03-12,,active,45.0
SUB000175,ACCT000108,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-01-31,,active,70.0
SUB000176,ACCT000109,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2020-05-28,,active,50.0
SUB000177,ACCT000110,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2020-02-08,,active,75.0
SUB000178,ACCT000111,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2020-08-03,,active,95.0
SUB000179,ACCT000112,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-05-26,,active,55.0
SUB000180,ACCT000112,PROD_MOB,PLAN_MOB_40,DEV_NONE,2024-07-13,,active,40.0
SUB000181,ACCT000113,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2014-12-13,,active,50.0
SUB000182,ACCT000114,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-06-17,,active,50.0
SUB000183,ACCT000115,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2025-01-19,,active,95.0
SUB000184,ACCT000116,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2022-12-03,,active,55.0
SUB000185,ACCT000117,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-02-14,,active,70.0
SUB000186,ACCT000118,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-01-22,2024-07-13,cancelled,70.0
SUB000187,ACCT000119,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-10-01,,active,75.0
SUB000188,ACCT000119,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-06-30,,active,45.0
SUB000189,ACCT000120,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-08-29,,active,50.0
SUB000190,ACCT000121,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-06-08,,active,70.0
SUB000191,ACCT000121,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2026-01-29,,active,25.0
SUB000192,ACCT000122,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-12-21,,active,75.0
SUB000193,ACCT000122,PROD_MOB,PLAN_MOB_10,DEV_NONE,2026-05-07,,active,25.0
SUB000194,ACCT000123,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-05-01,,active,90.0
SUB000195,ACCT000124,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-05-21,,active,75.0
SUB000196,ACCT000125,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2023-03-31,,active,95.0
SUB000197,ACCT000126,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2026-03-17,,active,90.0
SUB000198,ACCT000126,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-04-27,,active,45.0
SUB000199,ACCT000127,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-07-29,,active,50.0
SUB000200,ACCT000127,PROD_MOB,PLAN_MOB_10,DEV_NONE,2025-01-08,,active,25.0
SUB000201,ACCT000128,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-10-05,2026-01-26,cancelled,95.0
SUB000202,ACCT000128,PROD_MOB,PLAN_MOB_10,DEV_PHONE_A,2024-11-15,2026-01-26,cancelled,47.0
SUB000203,ACCT000129,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2024-04-01,,active,90.0
SUB000204,ACCT000129,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2024-12-08,,active,55.0
SUB000205,ACCT000130,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-10-21,,active,90.0
SUB000206,ACCT000131,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2025-10-07,,active,75.0
SUB000207,ACCT000131,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-01-25,,active,77.0
SUB000208,ACCT000132,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2022-02-13,,active,75.0
SUB000209,ACCT000132,PROD_TV,PLAN_TV_STD,DEV_NONE,2022-08-28,,active,45.0
SUB000210,ACCT000133,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2025-07-31,,active,55.0
SUB000211,ACCT000133,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2025-10-08,,active,77.0
SUB000212,ACCT000134,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2025-02-24,,active,50.0
SUB000213,ACCT000135,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-12-10,,active,95.0
SUB000214,ACCT000136,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2025-05-23,,active,70.0
SUB000215,ACCT000136,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-11-20,,active,55.0
SUB000216,ACCT000137,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-10-04,,active,70.0
SUB000217,ACCT000138,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2023-11-25,,active,95.0
SUB000218,ACCT000139,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-10-20,,active,50.0
SUB000219,ACCT000139,PROD_MOB,PLAN_MOB_40,DEV_NONE,2024-11-11,,active,40.0
SUB000220,ACCT000140,PROD_INT,PLAN_INT_2G,DEV_MODEM_STD,2025-05-28,,active,115.0
SUB000221,ACCT000140,PROD_MOB,PLAN_MOB_10,DEV_NONE,2025-10-15,,active,25.0
SUB000222,ACCT000141,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-11-10,,active,95.0
SUB000223,ACCT000141,PROD_MOB,PLAN_MOB_40,DEV_NONE,2025-08-10,,active,40.0
SUB000224,ACCT000142,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2024-06-24,,active,75.0
SUB000225,ACCT000142,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-06-06,,active,25.0
SUB000226,ACCT000143,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2025-07-04,,active,90.0
SUB000227,ACCT000143,PROD_MOB,PLAN_MOB_10,DEV_NONE,2025-08-23,,active,25.0
SUB000228,ACCT000143,PROD_TV,PLAN_TV_STD,DEV_NONE,2026-05-15,,active,45.0
SUB000229,ACCT000144,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2023-09-03,,active,70.0
SUB000230,ACCT000145,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2026-05-19,,active,50.0
SUB000231,ACCT000145,PROD_MOB,PLAN_MOB_UNL,DEV_PHONE_A,2026-06-30,,active,77.0
SUB000232,ACCT000146,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2021-07-15,,active,50.0
SUB000233,ACCT000147,PROD_INT,PLAN_INT_1G,DEV_MODEM_STD,2021-10-09,,active,90.0
SUB000234,ACCT000147,PROD_TV,PLAN_TV_STD,DEV_NONE,2022-09-17,,active,45.0
SUB000235,ACCT000148,PROD_INT,PLAN_INT_100,DEV_ROUTER_MESH,2024-12-20,,active,55.0
SUB000236,ACCT000148,PROD_MOB,PLAN_MOB_40,DEV_NONE,2026-01-04,,active,40.0
SUB000237,ACCT000149,PROD_INT,PLAN_INT_1G,DEV_ROUTER_MESH,2024-05-22,,active,95.0
SUB000238,ACCT000149,PROD_MOB,PLAN_MOB_40,DEV_PHONE_B,2024-11-02,,active,52.0
SUB000239,ACCT000149,PROD_VOICE,PLAN_VOICE_STD,DEV_NONE,2025-03-23,,active,25.0
SUB000240,ACCT000150,PROD_INT,PLAN_INT_100,DEV_MODEM_STD,2024-10-14,,active,50.0
SUB000241,ACCT000150,PROD_MOB,PLAN_MOB_UNL,DEV_NONE,2025-06-11,,active,55.0
SUB000242,ACCT000151,PROD_INT,PLAN_INT_500,DEV_ROUTER_MESH,2026-06-23,,active,75.0
SUB000243,ACCT000152,PROD_INT,PLAN_INT_500,DEV_MODEM_STD,2024-11-23,,active,70.0
